id,unique_column_id,file_number,purpose,rsc,applicant_name,state,city,frequency,lat,lon,area_op,receipt_date,call_sign,report_number,d_o_r
4334,"0010754283-AM-CF-T-Mobile License LLC GORMAN-CA--11485.00000-34-48-09.7 N-118-48-51.9 W-None-2023-11-29-WPOR585-18211-2023-12-06-",0010754283,AM,CF,"T-Mobile License LLC GORMAN",CA,NULL,11485.00000,"34-48-09.7 N","118-48-51.9 W",NULL,2023-11-29,WPOR585,18211,2023-12-06
4335,"0010754283-AM-CF-T-Mobile License LLC GORMAN-CA--11565.00000-34-48-09.7 N-118-48-51.9 W-None-2023-11-29-WPOR585-18211-2023-12-06-",0010754283,AM,CF,"T-Mobile License LLC GORMAN",CA,NULL,11565.00000,"34-48-09.7 N","118-48-51.9 W",NULL,2023-11-29,WPOR585,18211,2023-12-06
4336,"0010754283-AM-CF-T-Mobile License LLC GORMAN-CA--19325.00000-34-48-09.7 N-118-48-51.9 W-None-2023-11-29-WPOR585-18211-2023-12-06-",0010754283,AM,CF,"T-Mobile License LLC GORMAN",CA,NULL,19325.00000,"34-48-09.7 N","118-48-51.9 W",NULL,2023-11-29,WPOR585,18211,2023-12-06
4337,"0010768703-AM-CF-T-MOBILE LICENSE LLC Lima-OH--10755.00000-40-45-23.8 N-084-07-47.3 W-None-2023-11-29-WRQU571-18211-2023-12-06-",0010768703,AM,CF,"T-MOBILE LICENSE LLC Lima",OH,NULL,10755.00000,"40-45-23.8 N","084-07-47.3 W",NULL,2023-11-29,WRQU571,18211,2023-12-06
4338,"0010768703-AM-CF-T-MOBILE LICENSE LLC Lima-OH--21825.00000-40-45-23.8 N-084-07-47.3 W-None-2023-11-29-WRQU571-18211-2023-12-06-",0010768703,AM,CF,"T-MOBILE LICENSE LLC Lima",OH,NULL,21825.00000,"40-45-23.8 N","084-07-47.3 W",NULL,2023-11-29,WRQU571,18211,2023-12-06
4339,"0010768703-AM-CF-T-MOBILE LICENSE LLC Lima-OH--21875.00000-40-45-23.8 N-084-07-47.3 W-None-2023-11-29-WRQU571-18211-2023-12-06-",0010768703,AM,CF,"T-MOBILE LICENSE LLC Lima",OH,NULL,21875.00000,"40-45-23.8 N","084-07-47.3 W",NULL,2023-11-29,WRQU571,18211,2023-12-06
4340,"0010775940-AM-CF-T-Mobile License LLC CACTUS CITY-CA--10755.00000-33-39-17.5 N-115-59-16.2 W-None-2023-11-29-WPOQ764-18211-2023-12-06-",0010775940,AM,CF,"T-Mobile License LLC CACTUS CITY",CA,NULL,10755.00000,"33-39-17.5 N","115-59-16.2 W",NULL,2023-11-29,WPOQ764,18211,2023-12-06
4341,"0010775940-AM-CF-T-Mobile License LLC CACTUS CITY-CA--17980.00000-33-39-17.5 N-115-59-16.2 W-None-2023-11-29-WPOQ764-18211-2023-12-06-",0010775940,AM,CF,"T-Mobile License LLC CACTUS CITY",CA,NULL,17980.00000,"33-39-17.5 N","115-59-16.2 W",NULL,2023-11-29,WPOQ764,18211,2023-12-06
4342,"0010775940-AM-CF-T-Mobile License LLC CACTUS CITY-CA--18060.00000-33-39-17.5 N-115-59-16.2 W-None-2023-11-29-WPOQ764-18211-2023-12-06-",0010775940,AM,CF,"T-Mobile License LLC CACTUS CITY",CA,NULL,18060.00000,"33-39-17.5 N","115-59-16.2 W",NULL,2023-11-29,WPOQ764,18211,2023-12-06
4343,"0010781493-AM-CF-T-Mobile License LLC Bristol-VA--11325.00000-36-38-37.3 N-082-15-39.2 W-None-2023-11-28-None-18211-2023-12-06-",0010781493,AM,CF,"T-Mobile License LLC Bristol",VA,NULL,11325.00000,"36-38-37.3 N","082-15-39.2 W",NULL,2023-11-28,NULL,18211,2023-12-06
4344,"0010781493-AM-CF-T-Mobile License LLC Bristol-VA--11405.00000-36-38-37.3 N-082-15-39.2 W-None-2023-11-28-None-18211-2023-12-06-",0010781493,AM,CF,"T-Mobile License LLC Bristol",VA,NULL,11405.00000,"36-38-37.3 N","082-15-39.2 W",NULL,2023-11-28,NULL,18211,2023-12-06
4345,"0010781493-AM-CF-T-Mobile License LLC Bristol-VA--17820.00000-36-38-37.3 N-082-15-39.2 W-None-2023-11-28-None-18211-2023-12-06-",0010781493,AM,CF,"T-Mobile License LLC Bristol",VA,NULL,17820.00000,"36-38-37.3 N","082-15-39.2 W",NULL,2023-11-28,NULL,18211,2023-12-06
4346,"0010781493-AM-CF-T-Mobile License LLC Bristol-VA--17900.00000-36-38-37.3 N-082-15-39.2 W-None-2023-11-28-None-18211-2023-12-06-",0010781493,AM,CF,"T-Mobile License LLC Bristol",VA,NULL,17900.00000,"36-38-37.3 N","082-15-39.2 W",NULL,2023-11-28,NULL,18211,2023-12-06
4347,"0010781716-AM-CF-T-MOBILE LICENSE LLC CROSSVILLE-TN--11245.00000-35-59-54.6 N-085-02-17.7 W-None-2023-11-28-WQXJ600-18211-2023-12-06-",0010781716,AM,CF,"T-MOBILE LICENSE LLC CROSSVILLE",TN,NULL,11245.00000,"35-59-54.6 N","085-02-17.7 W",NULL,2023-11-28,WQXJ600,18211,2023-12-06
4348,"0010781716-AM-CF-T-MOBILE LICENSE LLC CROSSVILLE-TN--11305.00000-35-59-54.6 N-085-02-17.7 W-None-2023-11-28-WQXJ600-18211-2023-12-06-",0010781716,AM,CF,"T-MOBILE LICENSE LLC CROSSVILLE",TN,NULL,11305.00000,"35-59-54.6 N","085-02-17.7 W",NULL,2023-11-28,WQXJ600,18211,2023-12-06
4349,"0010781716-AM-CF-T-MOBILE LICENSE LLC CROSSVILLE-TN--11325.00000-35-59-54.6 N-085-02-17.7 W-None-2023-11-28-WQXJ600-18211-2023-12-06-",0010781716,AM,CF,"T-MOBILE LICENSE LLC CROSSVILLE",TN,NULL,11325.00000,"35-59-54.6 N","085-02-17.7 W",NULL,2023-11-28,WQXJ600,18211,2023-12-06
4350,"0010781716-AM-CF-T-MOBILE LICENSE LLC CROSSVILLE-TN--11405.00000-35-59-54.6 N-085-02-17.7 W-None-2023-11-28-WQXJ600-18211-2023-12-06-",0010781716,AM,CF,"T-MOBILE LICENSE LLC CROSSVILLE",TN,NULL,11405.00000,"35-59-54.6 N","085-02-17.7 W",NULL,2023-11-28,WQXJ600,18211,2023-12-06
4351,"0010781716-AM-CF-T-MOBILE LICENSE LLC CROSSVILLE-TN--11485.00000-35-59-54.6 N-085-02-17.7 W-None-2023-11-28-WQXJ600-18211-2023-12-06-",0010781716,AM,CF,"T-MOBILE LICENSE LLC CROSSVILLE",TN,NULL,11485.00000,"35-59-54.6 N","085-02-17.7 W",NULL,2023-11-28,WQXJ600,18211,2023-12-06
4352,"0010781716-AM-CF-T-MOBILE LICENSE LLC CROSSVILLE-TN--11505.00000-35-59-54.6 N-085-02-17.7 W-None-2023-11-28-WQXJ600-18211-2023-12-06-",0010781716,AM,CF,"T-MOBILE LICENSE LLC CROSSVILLE",TN,NULL,11505.00000,"35-59-54.6 N","085-02-17.7 W",NULL,2023-11-28,WQXJ600,18211,2023-12-06
4353,"0010781716-AM-CF-T-MOBILE LICENSE LLC CROSSVILLE-TN--11585.00000-35-59-54.6 N-085-02-17.7 W-None-2023-11-28-WQXJ600-18211-2023-12-06-",0010781716,AM,CF,"T-MOBILE LICENSE LLC CROSSVILLE",TN,NULL,11585.00000,"35-59-54.6 N","085-02-17.7 W",NULL,2023-11-28,WQXJ600,18211,2023-12-06
4354,"0010781716-AM-CF-T-MOBILE LICENSE LLC CROSSVILLE-TN--11645.00000-35-59-54.6 N-085-02-17.7 W-None-2023-11-28-WQXJ600-18211-2023-12-06-",0010781716,AM,CF,"T-MOBILE LICENSE LLC CROSSVILLE",TN,NULL,11645.00000,"35-59-54.6 N","085-02-17.7 W",NULL,2023-11-28,WQXJ600,18211,2023-12-06
4355,"0010784788-AM-CF-T-Mobile License LLC GORMAN-CA--17765.00000-34-43-24.2 N-118-47-53.0 W-None-2023-11-29-WPOR586-18211-2023-12-06-",0010784788,AM,CF,"T-Mobile License LLC GORMAN",CA,NULL,17765.00000,"34-43-24.2 N","118-47-53.0 W",NULL,2023-11-29,WPOR586,18211,2023-12-06
4356,"0010784788-AM-CF-T-Mobile License LLC GORMAN-CA--18015.00000-34-43-24.2 N-118-47-53.0 W-None-2023-11-29-WPOR586-18211-2023-12-06-",0010784788,AM,CF,"T-Mobile License LLC GORMAN",CA,NULL,18015.00000,"34-43-24.2 N","118-47-53.0 W",NULL,2023-11-29,WPOR586,18211,2023-12-06
4357,"0010791572-MD-CF-Cellco Partnership SCOTTSBURG-IN--05960.02500-38-40-56.1 N-085-48-16.1 W-None-2023-11-27-WQRK742-18211-2023-12-06-",0010791572,MD,CF,"Cellco Partnership SCOTTSBURG",IN,NULL,05960.02500,"38-40-56.1 N","085-48-16.1 W",NULL,2023-11-27,WQRK742,18211,2023-12-06
4358,"0010791572-MD-CF-Cellco Partnership SCOTTSBURG-IN--06019.32500-38-40-56.1 N-085-48-16.1 W-None-2023-11-27-WQRK742-18211-2023-12-06-",0010791572,MD,CF,"Cellco Partnership SCOTTSBURG",IN,NULL,06019.32500,"38-40-56.1 N","085-48-16.1 W",NULL,2023-11-27,WQRK742,18211,2023-12-06
4359,"0010791590-MD-CF-Cellco Partnership Salem-IN--11645.00000-38-37-27.6 N-086-05-49.3 W-None-2023-11-27-WQZE528-18211-2023-12-06-",0010791590,MD,CF,"Cellco Partnership Salem",IN,NULL,11645.00000,"38-37-27.6 N","086-05-49.3 W",NULL,2023-11-27,WQZE528,18211,2023-12-06
4360,"0010791782-MD-CF-Cellco Partnership Salem-IN--06212.06500-38-39-22.9 N-085-59-38.1 W-None-2023-11-27-WQRK740-18211-2023-12-06-",0010791782,MD,CF,"Cellco Partnership Salem",IN,NULL,06212.06500,"38-39-22.9 N","085-59-38.1 W",NULL,2023-11-27,WQRK740,18211,2023-12-06
4361,"0010791782-MD-CF-Cellco Partnership Salem-IN--06271.36500-38-39-22.9 N-085-59-38.1 W-None-2023-11-27-WQRK740-18211-2023-12-06-",0010791782,MD,CF,"Cellco Partnership Salem",IN,NULL,06271.36500,"38-39-22.9 N","085-59-38.1 W",NULL,2023-11-27,WQRK740,18211,2023-12-06
4362,"0010791782-MD-CF-Cellco Partnership Salem-IN--11155.00000-38-39-22.9 N-085-59-38.1 W-None-2023-11-27-WQRK740-18211-2023-12-06-",0010791782,MD,CF,"Cellco Partnership Salem",IN,NULL,11155.00000,"38-39-22.9 N","085-59-38.1 W",NULL,2023-11-27,WQRK740,18211,2023-12-06
4363,"0010792411-MD-CF-SOUTHERN COMPANY SERVICES, INC Chulafinee-AL--05945.20000-33-29-15.0 N-085-48-56.0 W-None-2023-11-27-WNTY907-18211-2023-12-06-",0010792411,MD,CF,"SOUTHERN COMPANY SERVICES, INC Chulafinee",AL,NULL,05945.20000,"33-29-15.0 N","085-48-56.0 W",NULL,2023-11-27,WNTY907,18211,2023-12-06
4364,"0010792411-MD-CF-SOUTHERN COMPANY SERVICES, INC Chulafinee-AL--05974.85000-33-29-15.0 N-085-48-56.0 W-None-2023-11-27-WNTY907-18211-2023-12-06-",0010792411,MD,CF,"SOUTHERN COMPANY SERVICES, INC Chulafinee",AL,NULL,05974.85000,"33-29-15.0 N","085-48-56.0 W",NULL,2023-11-27,WNTY907,18211,2023-12-06
4365,"0010792411-MD-CF-SOUTHERN COMPANY SERVICES, INC Chulafinee-AL--06063.80000-33-29-15.0 N-085-48-56.0 W-None-2023-11-27-WNTY907-18211-2023-12-06-",0010792411,MD,CF,"SOUTHERN COMPANY SERVICES, INC Chulafinee",AL,NULL,06063.80000,"33-29-15.0 N","085-48-56.0 W",NULL,2023-11-27,WNTY907,18211,2023-12-06
4366,"0010792411-MD-CF-SOUTHERN COMPANY SERVICES, INC Chulafinee-AL--06740.00000-33-29-15.0 N-085-48-56.0 W-None-2023-11-27-WNTY907-18211-2023-12-06-",0010792411,MD,CF,"SOUTHERN COMPANY SERVICES, INC Chulafinee",AL,NULL,06740.00000,"33-29-15.0 N","085-48-56.0 W",NULL,2023-11-27,WNTY907,18211,2023-12-06
4367,"0010792411-MD-CF-SOUTHERN COMPANY SERVICES, INC Chulafinee-AL--06750.00000-33-29-15.0 N-085-48-56.0 W-None-2023-11-27-WNTY907-18211-2023-12-06-",0010792411,MD,CF,"SOUTHERN COMPANY SERVICES, INC Chulafinee",AL,NULL,06750.00000,"33-29-15.0 N","085-48-56.0 W",NULL,2023-11-27,WNTY907,18211,2023-12-06
4368,"0010792411-MD-CF-SOUTHERN COMPANY SERVICES, INC Chulafinee-AL--10775.00000-33-29-15.0 N-085-48-56.0 W-None-2023-11-27-WNTY907-18211-2023-12-06-",0010792411,MD,CF,"SOUTHERN COMPANY SERVICES, INC Chulafinee",AL,NULL,10775.00000,"33-29-15.0 N","085-48-56.0 W",NULL,2023-11-27,WNTY907,18211,2023-12-06
4369,"0010792411-MD-CF-SOUTHERN COMPANY SERVICES, INC Chulafinee-AL--10895.00000-33-29-15.0 N-085-48-56.0 W-None-2023-11-27-WNTY907-18211-2023-12-06-",0010792411,MD,CF,"SOUTHERN COMPANY SERVICES, INC Chulafinee",AL,NULL,10895.00000,"33-29-15.0 N","085-48-56.0 W",NULL,2023-11-27,WNTY907,18211,2023-12-06
4370,"0010792411-MD-CF-SOUTHERN COMPANY SERVICES, INC Chulafinee-AL--10935.00000-33-29-15.0 N-085-48-56.0 W-None-2023-11-27-WNTY907-18211-2023-12-06-",0010792411,MD,CF,"SOUTHERN COMPANY SERVICES, INC Chulafinee",AL,NULL,10935.00000,"33-29-15.0 N","085-48-56.0 W",NULL,2023-11-27,WNTY907,18211,2023-12-06
4371,"0010792411-MD-CF-SOUTHERN COMPANY SERVICES, INC Chulafinee-AL--11585.00000-33-29-15.0 N-085-48-56.0 W-None-2023-11-27-WNTY907-18211-2023-12-06-",0010792411,MD,CF,"SOUTHERN COMPANY SERVICES, INC Chulafinee",AL,NULL,11585.00000,"33-29-15.0 N","085-48-56.0 W",NULL,2023-11-27,WNTY907,18211,2023-12-06
4372,"0010792411-MD-CF-SOUTHERN COMPANY SERVICES, INC Chulafinee-AL--11625.00000-33-29-15.0 N-085-48-56.0 W-None-2023-11-27-WNTY907-18211-2023-12-06-",0010792411,MD,CF,"SOUTHERN COMPANY SERVICES, INC Chulafinee",AL,NULL,11625.00000,"33-29-15.0 N","085-48-56.0 W",NULL,2023-11-27,WNTY907,18211,2023-12-06
4373,"0010792587-MD-CF-SACRAMENTO VALLEY LIMITED PARTNRANCHO CORDOVCA---10835.00000-38-29-21.1 N-121-14-36.9 W-None-2023-11-27-WMI798-18211-2023-12-06-",0010792587,MD,CF,"SACRAMENTO VALLEY LIMITED PARTNRANCHO CORDOVCA",NULL,NULL,10835.00000,"38-29-21.1 N","121-14-36.9 W",NULL,2023-11-27,WMI798,18211,2023-12-06
4374,"0010792587-MD-CF-SACRAMENTO VALLEY LIMITED PARTNRANCHO CORDOVCA---10875.00000-38-29-21.1 N-121-14-36.9 W-None-2023-11-27-WMI798-18211-2023-12-06-",0010792587,MD,CF,"SACRAMENTO VALLEY LIMITED PARTNRANCHO CORDOVCA",NULL,NULL,10875.00000,"38-29-21.1 N","121-14-36.9 W",NULL,2023-11-27,WMI798,18211,2023-12-06
4375,"0010792587-MD-CF-SACRAMENTO VALLEY LIMITED PARTNRANCHO CORDOVCA---10915.00000-38-29-21.1 N-121-14-36.9 W-None-2023-11-27-WMI798-18211-2023-12-06-",0010792587,MD,CF,"SACRAMENTO VALLEY LIMITED PARTNRANCHO CORDOVCA",NULL,NULL,10915.00000,"38-29-21.1 N","121-14-36.9 W",NULL,2023-11-27,WMI798,18211,2023-12-06
4376,"0010792587-MD-CF-SACRAMENTO VALLEY LIMITED PARTNRANCHO CORDOVCA---19380.00000-38-29-21.1 N-121-14-36.9 W-None-2023-11-27-WMI798-18211-2023-12-06-",0010792587,MD,CF,"SACRAMENTO VALLEY LIMITED PARTNRANCHO CORDOVCA",NULL,NULL,19380.00000,"38-29-21.1 N","121-14-36.9 W",NULL,2023-11-27,WMI798,18211,2023-12-06
4377,"0010792587-MD-CF-SACRAMENTO VALLEY LIMITED PARTNRANCHO CORDOVCA---19460.00000-38-29-21.1 N-121-14-36.9 W-None-2023-11-27-WMI798-18211-2023-12-06-",0010792587,MD,CF,"SACRAMENTO VALLEY LIMITED PARTNRANCHO CORDOVCA",NULL,NULL,19460.00000,"38-29-21.1 N","121-14-36.9 W",NULL,2023-11-27,WMI798,18211,2023-12-06
4378,"0010792587-MD-CF-SACRAMENTO VALLEY LIMITED PARTNRANCHO CORDOVCA---19540.00000-38-29-21.1 N-121-14-36.9 W-None-2023-11-27-WMI798-18211-2023-12-06-",0010792587,MD,CF,"SACRAMENTO VALLEY LIMITED PARTNRANCHO CORDOVCA",NULL,NULL,19540.00000,"38-29-21.1 N","121-14-36.9 W",NULL,2023-11-27,WMI798,18211,2023-12-06
4379,"0010792587-MD-CF-SACRAMENTO VALLEY LIMITED PARTNRANCHO CORDOVCA---19620.00000-38-29-21.1 N-121-14-36.9 W-None-2023-11-27-WMI798-18211-2023-12-06-",0010792587,MD,CF,"SACRAMENTO VALLEY LIMITED PARTNRANCHO CORDOVCA",NULL,NULL,19620.00000,"38-29-21.1 N","121-14-36.9 W",NULL,2023-11-27,WMI798,18211,2023-12-06
4380,"0010792639-MD-CF-Sacramento Valley Limited Partnership RANCHO CORDOVCA---11365.00000-38-30-26.6 N-121-18-32.8 W-None-2023-11-27-WQJX211-18211-2023-12-06-",0010792639,MD,CF,"Sacramento Valley Limited Partnership RANCHO CORDOVCA",NULL,NULL,11365.00000,"38-30-26.6 N","121-18-32.8 W",NULL,2023-11-27,WQJX211,18211,2023-12-06
4381,"0010792639-MD-CF-Sacramento Valley Limited Partnership RANCHO CORDOVCA---17820.00000-38-30-26.6 N-121-18-32.8 W-None-2023-11-27-WQJX211-18211-2023-12-06-",0010792639,MD,CF,"Sacramento Valley Limited Partnership RANCHO CORDOVCA",NULL,NULL,17820.00000,"38-30-26.6 N","121-18-32.8 W",NULL,2023-11-27,WQJX211,18211,2023-12-06
4382,"0010792639-MD-CF-Sacramento Valley Limited Partnership RANCHO CORDOVCA---17900.00000-38-30-26.6 N-121-18-32.8 W-None-2023-11-27-WQJX211-18211-2023-12-06-",0010792639,MD,CF,"Sacramento Valley Limited Partnership RANCHO CORDOVCA",NULL,NULL,17900.00000,"38-30-26.6 N","121-18-32.8 W",NULL,2023-11-27,WQJX211,18211,2023-12-06
4383,"0010792639-MD-CF-Sacramento Valley Limited Partnership RANCHO CORDOVCA---17980.00000-38-30-26.6 N-121-18-32.8 W-None-2023-11-27-WQJX211-18211-2023-12-06-",0010792639,MD,CF,"Sacramento Valley Limited Partnership RANCHO CORDOVCA",NULL,NULL,17980.00000,"38-30-26.6 N","121-18-32.8 W",NULL,2023-11-27,WQJX211,18211,2023-12-06
4384,"0010792639-MD-CF-Sacramento Valley Limited Partnership RANCHO CORDOVCA---18060.00000-38-30-26.6 N-121-18-32.8 W-None-2023-11-27-WQJX211-18211-2023-12-06-",0010792639,MD,CF,"Sacramento Valley Limited Partnership RANCHO CORDOVCA",NULL,NULL,18060.00000,"38-30-26.6 N","121-18-32.8 W",NULL,2023-11-27,WQJX211,18211,2023-12-06
4385,"0010792693-MD-CF-Kodiak Microwave System, LLC Sitkalidak Island-AK--06271.36500-57-07-35.9 N-153-08-15.7 W-None-2023-11-27-WQRL365-18211-2023-12-06-",0010792693,MD,CF,"Kodiak Microwave System, LLC Sitkalidak Island",AK,NULL,06271.36500,"57-07-35.9 N","153-08-15.7 W",NULL,2023-11-27,WQRL365,18211,2023-12-06
4386,"0010792693-MD-CF-Kodiak Microwave System, LLC Sitkalidak Island-AK--06330.66500-57-07-35.9 N-153-08-15.7 W-None-2023-11-27-WQRL365-18211-2023-12-06-",0010792693,MD,CF,"Kodiak Microwave System, LLC Sitkalidak Island",AK,NULL,06330.66500,"57-07-35.9 N","153-08-15.7 W",NULL,2023-11-27,WQRL365,18211,2023-12-06
4387,"0010792693-MD-CF-Kodiak Microwave System, LLC Sitkalidak Island-AK--06389.96500-57-07-35.9 N-153-08-15.7 W-None-2023-11-27-WQRL365-18211-2023-12-06-",0010792693,MD,CF,"Kodiak Microwave System, LLC Sitkalidak Island",AK,NULL,06389.96500,"57-07-35.9 N","153-08-15.7 W",NULL,2023-11-27,WQRL365,18211,2023-12-06
4388,"0010792695-MD-CF-Kodiak Microwave System, LLC Kodiak Island-AK--06019.32500-57-13-20.7 N-153-16-42.0 W-None-2023-11-27-WQRL366-18211-2023-12-06-",0010792695,MD,CF,"Kodiak Microwave System, LLC Kodiak Island",AK,NULL,06019.32500,"57-13-20.7 N","153-16-42.0 W",NULL,2023-11-27,WQRL366,18211,2023-12-06
4389,"0010792695-MD-CF-Kodiak Microwave System, LLC Kodiak Island-AK--06078.62500-57-13-20.7 N-153-16-42.0 W-None-2023-11-27-WQRL366-18211-2023-12-06-",0010792695,MD,CF,"Kodiak Microwave System, LLC Kodiak Island",AK,NULL,06078.62500,"57-13-20.7 N","153-16-42.0 W",NULL,2023-11-27,WQRL366,18211,2023-12-06
4390,"0010792697-MD-CF-Kodiak Microwave System, LLC Kodiak Island-AK--06034.15000-56-56-58.4 N-153-42-54.2 W-None-2023-11-27-WQUD641-18211-2023-12-06-",0010792697,MD,CF,"Kodiak Microwave System, LLC Kodiak Island",AK,NULL,06034.15000,"56-56-58.4 N","153-42-54.2 W",NULL,2023-11-27,WQUD641,18211,2023-12-06
4391,"0010792697-MD-CF-Kodiak Microwave System, LLC Kodiak Island-AK--06137.92500-56-56-58.4 N-153-42-54.2 W-None-2023-11-27-WQUD641-18211-2023-12-06-",0010792697,MD,CF,"Kodiak Microwave System, LLC Kodiak Island",AK,NULL,06137.92500,"56-56-58.4 N","153-42-54.2 W",NULL,2023-11-27,WQUD641,18211,2023-12-06
4392,"0010792700-MD-CF-Kodiak Microwave System, LLC Akhiok-AK--06286.19000-56-56-43.9 N-154-10-08.1 W-None-2023-11-27-WQUF565-18211-2023-12-06-",0010792700,MD,CF,"Kodiak Microwave System, LLC Akhiok",AK,NULL,06286.19000,"56-56-43.9 N","154-10-08.1 W",NULL,2023-11-27,WQUF565,18211,2023-12-06
4393,"0010793022-MD-CF-High Desert Internet Services Yerington-NV--11325.00000-38-59-11.7 N-119-14-39.9 W-None-2023-11-27-WQSC421-18211-2023-12-06-",0010793022,MD,CF,"High Desert Internet Services Yerington",NV,NULL,11325.00000,"38-59-11.7 N","119-14-39.9 W",NULL,2023-11-27,WQSC421,18211,2023-12-06
4394,"0010793122-MD-CF-Wisper ISP, LLC UNION-MO--19315.00000-38-27-50.0 N-091-03-30.7 W-None-2023-11-27-WQMG632-18211-2023-12-06-",0010793122,MD,CF,"Wisper ISP, LLC UNION",MO,NULL,19315.00000,"38-27-50.0 N","091-03-30.7 W",NULL,2023-11-27,WQMG632,18211,2023-12-06
4395,"0010793122-MD-CF-Wisper ISP, LLC UNION-MO--19380.00000-38-27-50.0 N-091-03-30.7 W-None-2023-11-27-WQMG632-18211-2023-12-06-",0010793122,MD,CF,"Wisper ISP, LLC UNION",MO,NULL,19380.00000,"38-27-50.0 N","091-03-30.7 W",NULL,2023-11-27,WQMG632,18211,2023-12-06
4396,"0010793122-MD-CF-Wisper ISP, LLC UNION-MO--19460.00000-38-27-50.0 N-091-03-30.7 W-None-2023-11-27-WQMG632-18211-2023-12-06-",0010793122,MD,CF,"Wisper ISP, LLC UNION",MO,NULL,19460.00000,"38-27-50.0 N","091-03-30.7 W",NULL,2023-11-27,WQMG632,18211,2023-12-06
4397,"0010793122-MD-CF-Wisper ISP, LLC UNION-MO--19620.00000-38-27-50.0 N-091-03-30.7 W-None-2023-11-27-WQMG632-18211-2023-12-06-",0010793122,MD,CF,"Wisper ISP, LLC UNION",MO,NULL,19620.00000,"38-27-50.0 N","091-03-30.7 W",NULL,2023-11-27,WQMG632,18211,2023-12-06
4398,"0010793152-MD-CF-Wisper ISP, LLC Union-MO--17820.00000-38-26-44.2 N-091-00-23.6 W-None-2023-11-27-WQMG631-18211-2023-12-06-",0010793152,MD,CF,"Wisper ISP, LLC Union",MO,NULL,17820.00000,"38-26-44.2 N","091-00-23.6 W",NULL,2023-11-27,WQMG631,18211,2023-12-06
4399,"0010793152-MD-CF-Wisper ISP, LLC Union-MO--17900.00000-38-26-44.2 N-091-00-23.6 W-None-2023-11-27-WQMG631-18211-2023-12-06-",0010793152,MD,CF,"Wisper ISP, LLC Union",MO,NULL,17900.00000,"38-26-44.2 N","091-00-23.6 W",NULL,2023-11-27,WQMG631,18211,2023-12-06
4400,"0010793152-MD-CF-Wisper ISP, LLC Union-MO--18060.00000-38-26-44.2 N-091-00-23.6 W-None-2023-11-27-WQMG631-18211-2023-12-06-",0010793152,MD,CF,"Wisper ISP, LLC Union",MO,NULL,18060.00000,"38-26-44.2 N","091-00-23.6 W",NULL,2023-11-27,WQMG631,18211,2023-12-06
4401,"0010793162-MD-CF-Union Telephone Company RAWLINS-WY--06226.89000-42-18-44.1 N-107-34-24.8 W-None-2023-11-27-WMQ634-18211-2023-12-06-",0010793162,MD,CF,"Union Telephone Company RAWLINS",WY,NULL,06226.89000,"42-18-44.1 N","107-34-24.8 W",NULL,2023-11-27,WMQ634,18211,2023-12-06
4402,"0010793162-MD-CF-Union Telephone Company RAWLINS-WY--11405.00000-42-18-44.1 N-107-34-24.8 W-None-2023-11-27-WMQ634-18211-2023-12-06-",0010793162,MD,CF,"Union Telephone Company RAWLINS",WY,NULL,11405.00000,"42-18-44.1 N","107-34-24.8 W",NULL,2023-11-27,WMQ634,18211,2023-12-06
4403,"0010793162-MD-CF-Union Telephone Company RAWLINS-WY--11485.00000-42-18-44.1 N-107-34-24.8 W-None-2023-11-27-WMQ634-18211-2023-12-06-",0010793162,MD,CF,"Union Telephone Company RAWLINS",WY,NULL,11485.00000,"42-18-44.1 N","107-34-24.8 W",NULL,2023-11-27,WMQ634,18211,2023-12-06
4404,"0010793690-MD-CF-Cellco Partnership WINNEMUCCA-NV--19480.00000-40-59-05.3 N-117-41-37.4 W-None-2023-11-28-WQXI679-18211-2023-12-06-",0010793690,MD,CF,"Cellco Partnership WINNEMUCCA",NV,NULL,19480.00000,"40-59-05.3 N","117-41-37.4 W",NULL,2023-11-28,WQXI679,18211,2023-12-06
4405,"0010793690-MD-CF-Cellco Partnership WINNEMUCCA-NV--19560.00000-40-59-05.3 N-117-41-37.4 W-None-2023-11-28-WQXI679-18211-2023-12-06-",0010793690,MD,CF,"Cellco Partnership WINNEMUCCA",NV,NULL,19560.00000,"40-59-05.3 N","117-41-37.4 W",NULL,2023-11-28,WQXI679,18211,2023-12-06
4406,"0010793696-MD-CF-Cellco Partnership Winnemucca-NV--17920.00000-40-57-45.0 N-117-43-27.0 W-None-2023-11-28-WQSC583-18211-2023-12-06-",0010793696,MD,CF,"Cellco Partnership Winnemucca",NV,NULL,17920.00000,"40-57-45.0 N","117-43-27.0 W",NULL,2023-11-28,WQSC583,18211,2023-12-06
4407,"0010793696-MD-CF-Cellco Partnership Winnemucca-NV--18000.00000-40-57-45.0 N-117-43-27.0 W-None-2023-11-28-WQSC583-18211-2023-12-06-",0010793696,MD,CF,"Cellco Partnership Winnemucca",NV,NULL,18000.00000,"40-57-45.0 N","117-43-27.0 W",NULL,2023-11-28,WQSC583,18211,2023-12-06
4408,"0010793696-MD-CF-Cellco Partnership Winnemucca-NV--18060.00000-40-57-45.0 N-117-43-27.0 W-None-2023-11-28-WQSC583-18211-2023-12-06-",0010793696,MD,CF,"Cellco Partnership Winnemucca",NV,NULL,18060.00000,"40-57-45.0 N","117-43-27.0 W",NULL,2023-11-28,WQSC583,18211,2023-12-06
